Source,web_scraper_order,specialization,fees,avg_rate,waiting_time,clinic_location,rate_count,doctor_views,pages
732 (1),1675631608-202,Ophthalmologist,300 EGP,5,Waiting Time : 14 Minutes,El-Shorouk : Panorama Mall Street,From 8 Visitors,253 View(s),8
733 (1),1675630635-139,Ophthalmologist,400 EGP,5,Waiting Time : 8 Minutes,null,From 7 Visitors,240 View(s),9
734 (1),1675631521-189,Ophthalmologist,400 EGP,5,Waiting Time : 8 Minutes,null,From 7 Visitors,241 View(s),9
735 (1),1675630671-146,General Surgeon,200 EGP,5,Waiting Time : 7 Minutes,Shibin El-Kom : gamal abdelnaser bahary street,From 7 Visitors,891 View(s),9
736 (1),1675631560-196,General Surgeon,200 EGP,5,Waiting Time : 7 Minutes,Shibin El-Kom : gamal abdelnaser bahary street,From 7 Visitors,892 View(s),9
737 (1),1675630666-145,Cardiologist,350 EGP,5,Waiting Time : 15 Minutes,null,From 7 Visitors,309 View(s),9
738 (1),1675631554-195,Cardiologist,350 EGP,5,Waiting Time : 15 Minutes,null,From 7 Visitors,310 View(s),9
739 (1),1675630676-147,Cardiologist,350 EGP,5,Waiting Time : 10 Minutes,null,From 7 Visitors,674 View(s),9
740 (1),1675631565-197,Cardiologist,350 EGP,5,Waiting Time : 10 Minutes,null,From 7 Visitors,675 View(s),9
741 (1),1675630640-140,Orthopedist,350 EGP,5,Waiting Time : 8 Minutes,Nasr City : Osman Buildings-Ali Amin Street Extension Of Mostafa Elnahas Street-Above Seventh District Post Office,From 7 Visitors,725 View(s),9
742 (1),1675631526-190,Orthopedist,350 EGP,5,Waiting Time : 8 Minutes,Nasr City : Osman Buildings-Ali Amin Street Extension Of Mostafa Elnahas Street-Above Seventh District Post Office,From 7 Visitors,726 View(s),9
743 (1),1675630645-141,Nutritionist,100 EGP,5,Waiting Time : 41 Minutes,Birket El Sabea : western side,From 7 Visitors,971 View(s),9
744 (1),1675631532-191,Nutritionist,100 EGP,5,Waiting Time : 41 Minutes,Birket El Sabea : western side,From 7 Visitors,972 View(s),9
745 (1),1675630660-144,Orthopedist,400 EGP,5,Waiting Time : 41 Minutes,null,From 7 Visitors,406 View(s),9
746 (1),1675631549-194,Orthopedist,400 EGP,5,Waiting Time : 41 Minutes,null,From 7 Visitors,407 View(s),9
747 (1),1675630655-143,Pediatric Surgeon,300 EGP,5,Waiting Time : 12 Minutes,El-Haram : Al Haram street In front of Gad,From 7 Visitors,"1,926 View(s)",9
748 (1),1675631538-192,Pediatric Surgeon,300 EGP,5,Waiting Time : 12 Minutes,El-Haram : Al Haram street In front of Gad,From 7 Visitors,"1,927 View(s)",9
749 (1),1675630650-142,Pediatrician,400 EGP,5,Waiting Time : 10 Minutes,null,From 7 Visitors,306 View(s),9
750 (1),1675631543-193,Pediatrician,400 EGP,5,Waiting Time : 10 Minutes,null,From 7 Visitors,307 View(s),9
751 (1),1675631505-187,Plastic Surgeon,400 EGP,5,Waiting Time : 10 Minutes,New Cairo : North Teseen,From 7 Visitors,"1,057 View(s)",11
752 (1),1675631465-179,Gynecologist,250 EGP,5,Waiting Time : 8 Minutes,Nasr City : Ibn el nafees street,From 6 Visitors,113 View(s),11
753 (1),1675631485-183,General Surgeon,400 EGP,5,Waiting Time : 21 Minutes,null,From 7 Visitors,"2,117 View(s)",11
754 (1),1675631480-182,Dermatologist,200 EGP,5,Waiting Time : 8 Minutes,null,From 7 Visitors,"2,038 View(s)",11
755 (1),1675631511-188,Dentist,50 EGP,5,Waiting Time : 26 Minutes,null,From 7 Visitors,"1,321 View(s)",11
756 (1),1675631475-181,Cardiologist,400 EGP,5,Waiting Time : 30 Minutes,Faisal : faisal street,From 6 Visitors,328 View(s),11
757 (1),1675631501-186,Gynecologist,150 EGP,5,Waiting Time : 16 Minutes,Boulaq El Dakrour : Mohamed Ibrahim Street-At the intersection of nahya street,From 7 Visitors,"1,210 View(s)",11
758 (1),1675631491-184,Dermatologist,400 EGP,5,Waiting Time : 11 Minutes,null,From 7 Visitors,397 View(s),11
759 (1),1675631496-185,Orthopedist,350 EGP,5,Waiting Time : 18 Minutes,null,From 7 Visitors,161 View(s),11
760 (1),1675631470-180,Oncologist,350 EGP,5,Waiting Time : 6 Minutes,El-Mansoura : hussen bek street,From 6 Visitors,"1,947 View(s)",11
761 (1),1675631449-177,Oncologist,350 EGP,5,Waiting Time : 11 Minutes,null,From 6 Visitors,303 View(s),12
762 (1),1675631438-175,Gynecologist,200 EGP,5,Waiting Time : 13 Minutes,Smouha : Bahaa Eldin Elghatwary Street-,From 6 Visitors,236 View(s),12
763 (1),1675631417-172,Dentist,200 EGP,5,Waiting Time : 7 Minutes,6th of October : Prima Vista Medical-Elmehwar Elmarkazi,From 6 Visitors,292 View(s),12
764 (1),1675631404-170,Dentist,300 EGP,5,Waiting Time : 6 Minutes,Nasr City : EL Nasr ST,From 6 Visitors,211 View(s),12
765 (1),1675631444-176,Internist,500 EGP,5,Waiting Time : 23 Minutes,null,From 6 Visitors,856 View(s),12
766 (1),1675631410-171,Dentist,200 EGP,5,Waiting Time : 13 Minutes,null,From 6 Visitors,123 View(s),12
767 (1),1675631398-169,Spinal Surgeon,250 EGP,5,Waiting Time : 32 Minutes,null,From 6 Visitors,"2,281 View(s)",12
768 (1),1675631425-173,Pediatrician,95 EGP,5,Waiting Time : 6 Minutes,Shibin Al Qanater : Old Labor Office Street,From 6 Visitors,"1,089 View(s)",12
769 (1),1675631431-174,Orthopedist,130 EGP,5,Waiting Time : 18 Minutes,Mahalla : El Bahr.Alshoun,From 6 Visitors,"2,092 View(s)",12
770 (1),1675631454-178,Internist,300 EGP,5,Waiting Time : 7 Minutes,null,From 6 Visitors,679 View(s),12
771 (1),1675633974-325,Gastroenterologist,350 EGP,5,Waiting Time : 14 Minutes,"Heliopolis : Nehro,Heliopolis",From 5 Visitors,146 View(s),17
772 (1),1675633977-326,Orthopedist,500 EGP,5,Waiting Time : 36 Minutes,null,From 5 Visitors,"1,720 View(s)",17
773 (1),1675633971-324,Gynecologist,175 EGP,5,Waiting Time : 10 Minutes,null,From 5 Visitors,739 View(s),17
774 (1),1675633965-322,Physiotherapist,300 EGP,5,Waiting Time : 2 Minutes,Nasr City :  Metwally elsharawy,From 5 Visitors,"1,404 View(s)",17
775 (1),1675633968-323,General Surgeon,150 EGP,5,Waiting Time : 8 Minutes,null,From 5 Visitors,437 View(s),17
776 (1),1675633987-329,Cardiologist,650 EGP,5,Waiting Time : 50 Minutes,null,From 5 Visitors,"1,327 View(s)",17
777 (1),1675633984-328,Surgical Oncologist,400 EGP,5,Waiting Time : 9 Minutes,null,From 5 Visitors,"1,588 View(s)",17
778 (1),1675633980-327,Neurosurgeon,400 EGP,5,Waiting Time : 12 Minutes,null,From 5 Visitors,632 View(s),17
779 (1),1675633962-321,Nutritionist,300 EGP,5,Waiting Time : 14 Minutes,null,From 5 Visitors,73 View(s),17
780 (1),1675633932-314,Neurologist,500 EGP,5,Waiting Time : 2 Hours and 8 Minutes,null,From 5 Visitors,655 View(s),18
781 (1),1675633924-312,Neurosurgeon,450 EGP,5,Waiting Time : 20 Minutes,null,From 5 Visitors,"6,123 View(s)",18
782 (1),1675633950-319,Pediatrician,250 EGP,5,Waiting Time : 8 Minutes,null,From 5 Visitors,526 View(s),18
783 (1),1675633921-311,Orthopedist,500 EGP,5,Waiting Time : 27 Minutes,null,From 5 Visitors,557 View(s),18
784 (1),1675633947-318,Vascular Surgeon,500 EGP,5,Waiting Time : 30 Minutes,null,From 5 Visitors,386 View(s),18
785 (1),1675633936-315,ENT Doctor,650 EGP,5,Waiting Time : 33 Minutes,null,From 5 Visitors,431 View(s),18
786 (1),1675633953-320,Ophthalmologist,200 EGP,5,Waiting Time : 3 Minutes,El-Mansoura : streert beside El Adeeb street,From 5 Visitors,"1,413 View(s)",18
787 (1),1675633929-313,Neurosurgeon,500 EGP,5,Waiting Time : 7 Minutes,null,From 5 Visitors,"1,157 View(s)",18
788 (1),1675633943-317,Psychiatrist,200 EGP,5,Waiting Time : 26 Minutes,null,From 5 Visitors,374 View(s),18
789 (1),1675633940-316,ENT Doctor,650 EGP,5,Waiting Time : 29 Minutes,null,From 5 Visitors,235 View(s),18
790 (1),1675634876-363,ENT Doctor,150 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,830 View(s),21
791 (1),1675634897-369,Dentist,300 EGP,5,Waiting Time : 6 Minutes,null,From 4 Visitors,208 View(s),21
792 (1),1675634894-368,Dentist,300 EGP,5,Waiting Time : 7 Minutes,null,From 4 Visitors,367 View(s),21
793 (1),1675634883-365,Neurologist,250 EGP,5,Waiting Time : 11 Minutes,null,From 4 Visitors,382 View(s),21
794 (1),1675634890-367,Rheumatologist,400 EGP,5,Waiting Time : 15 Minutes,null,From 4 Visitors,106 View(s),21
795 (1),1675634869-361,Orthopedist,300 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,117 View(s),21
796 (1),1675634872-362,Dentist,300 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,447 View(s),21
797 (1),1675634886-366,Dentist,100 EGP,5,Waiting Time : 13 Minutes,Smouha : el Nasr street,From 4 Visitors,237 View(s),21
798 (1),1675634880-364,Cardiologist,150 EGP,5,Waiting Time : 17 Minutes,Damietta El Gadeeda : mahgoub street,From 4 Visitors,387 View(s),21
799 (1),1675613835-5,Anesthesiologist,200 EGP,,null,Tanta : Botros,null,312 View(s),1050
800 (1),1675613841-6,Gynecologist,150 EGP,4.5,Waiting Time : 28 Minutes,Faisal : Ahmed esmail street branched from Kaaebesh Street-besides Sayed Elsherbiny Beauty Center,From 3 Visitors,85 View(s),1050
801 (1),1675613853-8,Dentist,200 EGP,,null,Loran : El Horreya Street,null,183 View(s),1050
802 (1),1675613820-3,Gynecologist,150 EGP,,null,El-Haram : Elharam,null,"1,130 View(s)",1050
803 (1),1675613859-9,Pediatrician,250 EGP,,null,El-Shorouk : Panorama Mall Street,null,102 View(s),1050
804 (1),1675613808-1,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,666 View(s)",1050
805 (1),1675613814-2,Dermatologist,200 EGP,4.5,Waiting Time : 35 Minutes,El-Ibrahimia : Lagatia Street,From 68 Visitors,"8,157 View(s)",1050
806 (1),1675613847-7,Dentist,250 EGP,,null,El-Dokki : null,From   Visitor,15 View(s),1050
807 (1),1675613829-4,Dermatologist,200 EGP,5,Waiting Time : 20 Minutes,Nasr City : Street 11,From 90 Visitors,"4,014 View(s)",1050
808 (1),1675631376-168,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,668 View(s)",1051
809 (1),1675633319-279,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,671 View(s)",1051
810 (1),1675633864-300,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,671 View(s)",1051
811 (1),1675634821-350,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,673 View(s)",1051
812 (1),1675613903-15,Oncologist,450 EGP,5,Waiting Time : 18 Minutes,null,From 9 Visitors,"2,187 View(s)",...
813 (1),1675630599-133,Internist,250 EGP,5,Waiting Time : 25 Minutes,null,From 7 Visitors,515 View(s),...
814 (1),1675630620-137,Physiotherapist,400 EGP,5,Waiting Time : 8 Minutes,6th of October : above el-mokhtbar laboratory,From 7 Visitors,"2,562 View(s)",...
815 (1),1675630609-135,General Surgeon,300 EGP,5,Waiting Time : 8 Minutes,West El-Balad : Alabagieah Buildings-Elsayeda Aisha,From 7 Visitors,611 View(s),...
816 (1),1675613909-16,Orthopedist,250 EGP,5,Waiting Time : 22 Minutes,null,From 9 Visitors,279 View(s),...
817 (1),1675613890-13,Gastroenterologist,400 EGP,5,Waiting Time : 32 Minutes,null,From 9 Visitors,988 View(s),...
818 (1),1675633881-304,Allergist,400 EGP,5,Waiting Time : 10 Minutes,null,From 4 Visitors,297 View(s),...
819 (1),1675613897-14,Gynecologist,500 EGP,5,Waiting Time : 36 Minutes,null,From 9 Visitors,"3,135 View(s)",...
820 (1),1675633912-310,Anesthesiologist,400 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,164 View(s),...
821 (1),1675634843-354,Physiotherapist,100 EGP,5,Waiting Time : 10 Minutes,null,From 4 Visitors,"1,510 View(s)",...
822 (1),1675634836-352,Gynecologist,300 EGP,5,Waiting Time : 28 Minutes,null,From 4 Visitors,332 View(s),...
823 (1),1675633878-303,Pediatrician,300 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,190 View(s),...
824 (1),1675634839-353,Dentist,175 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,222 View(s),...
825 (1),1675633334-281,Dentist,300 EGP,5,Waiting Time : 9 Minutes,Nasr City : EL Nasr ST,From 5 Visitors,444 View(s),...
826 (1),1675630594-132,Internist,650 EGP,5,Waiting Time : 17 Minutes,null,From 7 Visitors,"1,013 View(s)",...
827 (1),1675630574-129,Neurosurgeon,750 EGP,5,Waiting Time : 24 Minutes,null,From 7 Visitors,460 View(s),...
828 (1),1675633908-309,Surgical Oncologist,400 EGP,5,Waiting Time : 58 Minutes,null,From 4 Visitors,"1,766 View(s)",...
829 (1),1675630625-138,Orthopedist,400 EGP,5,Waiting Time : 14 Minutes,null,From 7 Visitors,896 View(s),...
830 (1),1675630615-136,Nutritionist,300 EGP,5,Waiting Time : 10 Minutes,null,From 7 Visitors,"1,403 View(s)",...
831 (1),1675633875-302,Gynecologist,750 EGP,5,Waiting Time : 16 Minutes,null,From 4 Visitors,"1,670 View(s)",...
832 (1),1675633365-287,Cardiologist,120 EGP,5,Waiting Time : 8 Minutes,El-Zagazig : the beginning of Farooq st,From 5 Visitors,349 View(s),...
833 (1),1675633374-289,Dentist,300 EGP,5,Waiting Time : 14 Minutes,null,From 5 Visitors,207 View(s),...
834 (1),1675634859-359,Surgical Oncologist,500 EGP,5,Waiting Time : 23 Minutes,null,From 4 Visitors,303 View(s),...
835 (1),1675613884-12,Cardiologist,350 EGP,5,Waiting Time : 5 Minutes,El-Sheikh Zayed : District 12 Courtyard zayed,From 8 Visitors,843 View(s),...
836 (1),1675633884-305,Cardiologist,300 EGP,5,Waiting Time : 16 Minutes,null,From 4 Visitors,203 View(s),...
837 (1),1675630579-130,Pediatrician,350 EGP,5,Waiting Time : 10 Minutes,null,From 7 Visitors,399 View(s),...
838 (1),1675613921-18,Andrologist,250 EGP,5,Waiting Time : 10 Minutes,Hadayek El-Kobba : Teraet elgendy st,From 9 Visitors,730 View(s),...
839 (1),1675633354-285,Cardiologist,300 EGP,5,Waiting Time : 16 Minutes,null,From 5 Visitors,389 View(s),...
840 (1),1675633341-282,Psychiatrist,600 EGP,5,Waiting Time : 18 Minutes,null,From 5 Visitors,794 View(s),...
841 (1),1675634852-357,ENT Doctor,150 EGP,5,Waiting Time : 11 Minutes,Janaklees : Abo Qir street,From 4 Visitors,100 View(s),...
842 (1),1675634856-358,ENT Doctor,500 EGP,5,Waiting Time : 58 Minutes,null,From 4 Visitors,225 View(s),...
843 (1),1675613878-11,Surgical Oncologist,150 EGP,5,Waiting Time : 15 Minutes,Tanta : Elmoderia,From 8 Visitors,"4,043 View(s)",...
844 (1),1675633345-283,General Surgeon,400 EGP,5,Waiting Time : 16 Minutes,null,From 5 Visitors,771 View(s),...
845 (1),1675633904-308,Gynecologist,250 EGP,5,Waiting Time : 15 Minutes,null,From 4 Visitors,77 View(s),...
846 (1),1675633891-307,Dentist,300 EGP,5,Waiting Time : 11 Minutes,null,From 4 Visitors,"1,846 View(s)",...
847 (1),1675630588-131,Pediatrician,650 EGP,5,Waiting Time : 40 Minutes,null,From 7 Visitors,605 View(s),...
848 (1),1675633371-288,Physiotherapist,200 EGP,5,Waiting Time : 7 Minutes,Nasr City : Makram Ebaid,From 5 Visitors,70 View(s),...
849 (1),1675633872-301,Orthopedist,300 EGP,5,Waiting Time : 30 Minutes,null,From 4 Visitors,"2,999 View(s)",...
850 (1),1675613915-17,Plastic Surgeon,200 EGP,5,Waiting Time : 32 Minutes,Faisal : Faisal street - Talbeia,From 9 Visitors,"1,609 View(s)",...
851 (1),1675613927-19,Physiotherapist,200 EGP,5,Waiting Time : 17 Minutes,Shoubra : shopra,From 10 Visitors,"4,655 View(s)",...
852 (1),1675634831-351,Physiotherapist,100 EGP,5,Waiting Time : 8 Minutes,Hadayek Helwan : almonzer,From 4 Visitors,765 View(s),...
853 (1),1675633888-306,Orthopedist,400 EGP,5,Waiting Time : 12 Minutes,New Cairo : north teseen street,From 4 Visitors,690 View(s),...
854 (1),1675633359-286,General Surgeon,500 EGP,5,Waiting Time : 10 Minutes,null,From 5 Visitors,"1,175 View(s)",...
855 (1),1675630604-134,Dermatologist,500 EGP,5,Waiting Time : 34 Minutes,null,From 7 Visitors,834 View(s),...
856 (1),1675634862-360,Rheumatologist,500 EGP,5,Waiting Time : 15 Minutes,null,From 4 Visitors,720 View(s),...
857 (1),1675634846-355,Pediatrician,350 EGP,5,Waiting Time : 21 Minutes,null,From 4 Visitors,56 View(s),...
858 (1),1675633349-284,Gynecologist,450 EGP,5,Waiting Time : 8 Minutes,null,From 5 Visitors,344 View(s),...
859 (1),1675634849-356,Neurosurgeon,300 EGP,5,Waiting Time : 15 Minutes,El-Shorouk : Panorama Mall Street,From 4 Visitors,165 View(s),...
860 (1),1675613872-10,Cardiologist,150 EGP,5,Waiting Time : 8 Minutes,Moharam Bek : Galal El Dosoky street -Wabour El Meah,From 8 Visitors,249 View(s),...
861 (1),1675633330-280,Dentist,200 EGP,5,Waiting Time : 8 Minutes,null,From 5 Visitors,150 View(s),...
862 (1),1675630797-163,Oncologist,450 EGP,5,Waiting Time : 18 Minutes,null,From 9 Visitors,"2,188 View(s)",
863 (1),1675631666-212,Internist,250 EGP,5,Waiting Time : 25 Minutes,null,From 7 Visitors,516 View(s),
864 (1),1675631691-217,Physiotherapist,400 EGP,5,Waiting Time : 8 Minutes,6th of October : above el-mokhtbar laboratory,From 7 Visitors,"2,563 View(s)",
865 (1),1675631680-215,General Surgeon,300 EGP,5,Waiting Time : 8 Minutes,West El-Balad : Alabagieah Buildings-Elsayeda Aisha,From 7 Visitors,612 View(s),
866 (1),1675630814-165,Orthopedist,250 EGP,5,Waiting Time : 22 Minutes,null,From 9 Visitors,280 View(s),
867 (1),1675633414-294,Orthopedist,300 EGP,5,Waiting Time : 13 Minutes,null,From 6 Visitors,181 View(s),
868 (1),1675630768-161,Gastroenterologist,400 EGP,5,Waiting Time : 32 Minutes,null,From 9 Visitors,989 View(s),
869 (1),1675634920-373,Allergist,400 EGP,5,Waiting Time : 10 Minutes,null,From 4 Visitors,298 View(s),
870 (1),1675630786-162,Gynecologist,500 EGP,5,Waiting Time : 36 Minutes,null,From 9 Visitors,"3,138 View(s)",
871 (1),1675634942-379,Anesthesiologist,400 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,164 View(s),
872 (1),1675633433-298,Hematologist,300 EGP,5,Waiting Time : 9 Minutes,null,From 6 Visitors,457 View(s),
873 (1),1675614298-72,Ophthalmologist,250 EGP,5,Waiting Time : 8 Minutes,El-Maadi : nasr st elgazaaer st,From 28 Visitors,669 View(s),
874 (1),1675614281-71,Ophthalmologist,130 EGP,5,Waiting Time : 9 Minutes,Damietta El Gadeeda : Centeral Area,From 26 Visitors,814 View(s),
875 (1),1675634917-372,Pediatrician,300 EGP,5,Waiting Time : 8 Minutes,null,From 4 Visitors,191 View(s),
876 (1),1675634003-330,Dentist,300 EGP,5,Waiting Time : 9 Minutes,Nasr City : EL Nasr ST,From 5 Visitors,447 View(s),
877 (1),1675631661-211,Internist,650 EGP,5,Waiting Time : 17 Minutes,null,From 7 Visitors,"1,014 View(s)",
878 (1),1675631640-208,Neurosurgeon,750 EGP,5,Waiting Time : 24 Minutes,null,From 7 Visitors,461 View(s),
879 (1),1675634028-338,Nutritionist,100 EGP,5,Waiting Time : 23 Minutes,null,From 5 Visitors,352 View(s),
880 (1),1675634939-378,Surgical Oncologist,400 EGP,5,Waiting Time : 58 Minutes,null,From 4 Visitors,"1,766 View(s)",
881 (1),1675614304-73,Internist,200 EGP,5,Waiting Time : 13 Minutes,null,From 29 Visitors,950 View(s),
882 (1),1675633430-297,Gynecologist,500 EGP,5,Waiting Time : 8 Minutes,null,From 6 Visitors,378 View(s),
883 (1),1675631685-216,Orthopedist,400 EGP,5,Waiting Time : 14 Minutes,null,From 7 Visitors,897 View(s),
884 (1),1675631676-214,Nutritionist,300 EGP,5,Waiting Time : 10 Minutes,null,From 7 Visitors,"1,404 View(s)",
885 (1),1675614339-77,Cardiologist,300 EGP,5,Waiting Time : 15 Minutes,El-Manyal : El-Manyal street,From 51 Visitors,"2,253 View(s)",
886 (1),1675634914-371,Gynecologist,750 EGP,5,Waiting Time : 16 Minutes,null,From 4 Visitors,"1,670 View(s)",
887 (1),1675614326-75,Physiotherapist,250 EGP,5,Waiting Time : 12 Minutes,null,From 37 Visitors,"1,168 View(s)",
888 (1),1675633400-290,Pulmonologist,350 EGP,5,Waiting Time : 20 Minutes,null,From 6 Visitors,289 View(s),
889 (1),1675634025-337,Cardiologist,120 EGP,5,Waiting Time : 8 Minutes,El-Zagazig : the beginning of Farooq st,From 5 Visitors,352 View(s),
890 (1),1675634031-339,Dentist,300 EGP,5,Waiting Time : 14 Minutes,null,From 5 Visitors,210 View(s),
891 (1),1675634924-374,Cardiologist,300 EGP,5,Waiting Time : 16 Minutes,null,From 4 Visitors,203 View(s),
892 (1),1675631647-209,Pediatrician,350 EGP,5,Waiting Time : 10 Minutes,null,From 7 Visitors,400 View(s),
893 (1),1675633437-299,Spinal Surgeon,250 EGP,5,Waiting Time : 32 Minutes,null,From 6 Visitors,"2,282 View(s)",
894 (1),1675630806-164,Andrologist,250 EGP,5,Waiting Time : 10 Minutes,Hadayek El-Kobba : Teraet elgendy st,From 9 Visitors,737 View(s),
895 (1),1675634016-334,Cardiologist,300 EGP,5,Waiting Time : 16 Minutes,null,From 5 Visitors,392 View(s),
896 (1),1675614320-74,Dentist,100 EGP,5,Waiting Time : 9 Minutes,null,From 29 Visitors,207 View(s),
897 (1),1675633425-296,Anesthesiologist,500 EGP,5,Waiting Time : 25 Minutes,null,From 6 Visitors,200 View(s),
898 (1),1675630754-159,Surgical Oncologist,150 EGP,5,Waiting Time : 15 Minutes,Tanta : Elmoderia,From 8 Visitors,"4,044 View(s)",
899 (1),1675634006-331,General Surgeon,400 EGP,5,Waiting Time : 16 Minutes,null,From 5 Visitors,774 View(s),
900 (1),1675634935-377,Gynecologist,250 EGP,5,Waiting Time : 15 Minutes,null,From 4 Visitors,77 View(s),
901 (1),1675634928-375,Dentist,300 EGP,5,Waiting Time : 11 Minutes,null,From 4 Visitors,"1,847 View(s)",
902 (1),1675634013-333,Orthopedist,250 EGP,5,Waiting Time : 7 Minutes,El-Giza : Hamadan,From 5 Visitors,150 View(s),
903 (1),1675634910-370,Infertility Specialist,525 EGP,5,Waiting Time : 52 Minutes,null,From 4 Visitors,"1,459 View(s)",
904 (1),1675614351-79,Obesity Surgeon,450 EGP,5,Waiting Time : 43 Minutes,Heliopolis : 77 Abd ElHamid Badawy St. - Heliopolis - In front of El Shams Club - Above Spectra Restaurant .,From 62 Visitors,"27,909 View(s)",
905 (1),1675631653-210,Pediatrician,650 EGP,5,Waiting Time : 40 Minutes,null,From 7 Visitors,606 View(s),
906 (1),1675630819-166,Plastic Surgeon,200 EGP,5,Waiting Time : 32 Minutes,Faisal : Faisal street - Talbeia,From 9 Visitors,"1,611 View(s)",
907 (1),1675630826-167,Physiotherapist,200 EGP,5,Waiting Time : 17 Minutes,Shoubra : shopra,From 10 Visitors,"4,656 View(s)",
908 (1),1675634931-376,Orthopedist,400 EGP,5,Waiting Time : 12 Minutes,New Cairo : north teseen street,From 4 Visitors,691 View(s),
909 (1),1675634022-336,General Surgeon,500 EGP,5,Waiting Time : 10 Minutes,null,From 5 Visitors,"1,178 View(s)",
910 (1),1675631671-213,Dermatologist,500 EGP,5,Waiting Time : 34 Minutes,null,From 7 Visitors,835 View(s),
911 (1),1675633407-292,Nutritionist,250 EGP,5,Waiting Time : 17 Minutes,Smouha : smouha garden city,From 6 Visitors,804 View(s),
912 (1),1675630760-160,Gynecologist,120 EGP,5,Waiting Time : 13 Minutes,El-Mansoura : Elnour Tower-Salah Salem Street-Talkha,From 8 Visitors,373 View(s),
913 (1),1675614275-70,Dentist,100 EGP,5,Waiting Time : 8 Minutes,null,From 23 Visitors,180 View(s),
914 (1),1675614332-76,Cardiologist,400 EGP,5,Waiting Time : 19 Minutes,null,From 41 Visitors,"2,526 View(s)",
915 (1),1675633419-295,Cardiologist,350 EGP,5,Waiting Time : 30 Minutes,"Heliopolis : Nehro,Heliopolis",From 6 Visitors,732 View(s),
916 (1),1675614345-78,Gynecologist,500 EGP,5,Waiting Time : 15 Minutes,Heliopolis : Othman bin Afan,From 24 Visitors,"14,897 View(s)",
917 (1),1675633404-291,Pediatrician,300 EGP,5,Waiting Time : 15 Minutes,null,From 6 Visitors,81 View(s),
918 (1),1675634019-335,Gynecologist,450 EGP,5,Waiting Time : 8 Minutes,null,From 5 Visitors,346 View(s),
919 (1),1675633411-293,Gynecologist,300 EGP,5,Waiting Time : 9 Minutes,El-Rehab : Medical Park Elite,From 6 Visitors,953 View(s),
920 (1),1675630746-158,Cardiologist,150 EGP,5,Waiting Time : 8 Minutes,Moharam Bek : Galal El Dosoky street -Wabour El Meah,From 8 Visitors,250 View(s),
921 (1),1675634009-332,Dentist,200 EGP,5,Waiting Time : 8 Minutes,null,From 5 Visitors,152 View(s),
922 (1),1675635390-401,Physiotherapist,65 EGP,5,Waiting Time : 15 Minutes,El-Mansoura : Gomhoria,From 16 Visitors,"1,673 View(s)",1051
923 (1),1675635397-402,Pediatric Surgeon,400 EGP,5,Waiting Time : 15 Minutes,null,From 3 Visitors,130 View(s),...
924 (1),1675635400-403,General Surgeon,450 EGP,5,Waiting Time : 33 Minutes,null,From 3 Visitors,41 View(s),...
925 (1),1675635402-404,Dermatologist,400 EGP,5,Waiting Time : 30 Minutes,null,From 3 Visitors,31 View(s),...
926 (1),1675635405-405,Vascular Surgeon,500 EGP,5,Waiting Time : 33 Minutes,null,From 3 Visitors,834 View(s),...
927 (1),1675635408-406,Dentist,400 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,174 View(s),...
928 (1),1675635412-407,Dentist,150 EGP,5,Waiting Time : 8 Minutes,"Heliopolis : Ahmed el Dardiry, Ard El Golf",From 3 Visitors,130 View(s),...
929 (1),1675635415-408,Pediatric Surgeon,400 EGP,5,Waiting Time : 8 Minutes,null,From 3 Visitors,184 View(s),...
930 (1),1675635418-409,Oncologist,500 EGP,5,Waiting Time : 18 Minutes,null,From 3 Visitors,312 View(s),...
931 (1),1675635421-410,Gynecologist,300 EGP,5,Waiting Time : 8 Minutes,Nasr City : Ahmed Alzumor street,From 3 Visitors,36 View(s),...
932 (1),1675635424-411,General Surgeon,350 EGP,5,Waiting Time : 30 Minutes,El-Rehab : Infront of gate 6,From 3 Visitors,"1,163 View(s)",...
933 (1),1675635431-412,Cardiologist,600 EGP,5,Waiting Time : 10 Minutes,El-Mohandessin : Alfawakh St,From 3 Visitors,558 View(s),24
934 (1),1675635434-413,Orthopedist,300 EGP,5,Waiting Time : 8 Minutes,El-Sheikh Zayed : elmoaz plaza,From 3 Visitors,262 View(s),24
